"","Lane.Name","Study.ID","Sample","study","N50","Xcontigs","Totallength","Source","Country"
"852","7521_1#40",NA,"E_645CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"853","7521_1#41",NA,"E_658CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"854","7521_1#42",NA,"E_659CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"855","7521_1#43",NA,"E_662CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"856","7521_1#44",NA,"E_703CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"857","7521_1#45",NA,"E_704CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"858","7521_1#46",NA,"E_705CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"859","7521_2#49",NA,"E_818CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"860","7521_2#50",NA,"E_819CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"861","7521_2#51",NA,"E_821CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"862","7521_2#52",NA,"E_828CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"863","7521_2#53",NA,"E_833CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"864","7521_2#54",NA,"E_841CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"865","7521_2#55",NA,"E_855CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"866","7521_2#56",NA,"E_860CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"867","7521_2#57",NA,"E_865CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"868","7521_2#58",NA,"E_873CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"869","7521_2#59",NA,"E_876CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"870","7521_2#60",NA,"E_881CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"871","7521_2#62",NA,"E_884CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"872","7521_2#63",NA,"E_885CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"873","7521_2#64",NA,"E_887CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"874","7521_2#65",NA,"E_888CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"875","7521_2#66",NA,"E_890CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"876","7521_2#67",NA,"E_891CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"877","7521_2#68",NA,"E_892CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"878","7521_2#69",NA,"E_893CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"879","7521_2#70",NA,"E_898CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"880","7521_2#71",NA,"E_899CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"881","7521_2#73",NA,"E_908CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"882","7521_2#74",NA,"E_924CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"883","7521_2#76",NA,"E_934CFn","mentzer",NA,NA,NA,"stool","Egypt"
"884","7521_2#77",NA,"E_935CFn","mentzer",NA,NA,NA,"stool","Egypt"
"885","7521_2#78",NA,"E_936CFn","mentzer",NA,NA,NA,"stool","Egypt"
"886","7521_2#79",NA,"E_939CFn","mentzer",NA,NA,NA,"stool","Egypt"
"887","7521_2#80",NA,"E_941CFn","mentzer",NA,NA,NA,"stool","Egypt"
"888","7521_2#81",NA,"E_944CFn","mentzer",NA,NA,NA,"stool","Egypt"
"889","7521_2#82",NA,"E_945CFn","mentzer",NA,NA,NA,"stool","Egypt"
"890","7521_2#83",NA,"E_947CFn","mentzer",NA,NA,NA,"stool","Egypt"
"891","7521_2#84",NA,"E_949CFn","mentzer",NA,NA,NA,"stool","Egypt"
"892","7521_2#85",NA,"E_952CFn","mentzer",NA,NA,NA,"stool","Egypt"
"893","7521_2#86",NA,"E_955CFn","mentzer",NA,NA,NA,"stool","Egypt"
"894","7521_2#87",NA,"E_956CFn","mentzer",NA,NA,NA,"stool","Egypt"
"895","7521_2#89",NA,"E_978CFn","mentzer",NA,NA,NA,"stool","Egypt"
"896","7521_2#90",NA,"E_996CFn","mentzer",NA,NA,NA,"stool","Egypt"
"897","7521_2#91",NA,"E_998CFn","mentzer",NA,NA,NA,"stool","Egypt"
"898","7521_2#92",NA,"E_1057CFn","mentzer",NA,NA,NA,"stool","Egypt"
"899","7521_2#93",NA,"E_1072CFn","mentzer",NA,NA,NA,"stool","Egypt"
"900","7521_2#94",NA,"E_1101CFn","mentzer",NA,NA,NA,"stool","Egypt"
"901","7521_2#95",NA,"E_1102CFn","mentzer",NA,NA,NA,"stool","Egypt"
"902","7521_2#96",NA,"E_1167CFn","mentzer",NA,NA,NA,"stool","Egypt"
"903","7521_3#1",NA,"E_1169CFn","mentzer",NA,NA,NA,"stool","Egypt"
"904","7521_3#2",NA,"E_1193CFn","mentzer",NA,NA,NA,"stool","Egypt"
"905","7521_3#3",NA,"E_1242CFn","mentzer",NA,NA,NA,"stool","Egypt"
"906","7521_3#4",NA,"E_1248CFn","mentzer",NA,NA,NA,"stool","Egypt"
"907","7521_3#5",NA,"E_1258CFn","mentzer",NA,NA,NA,"stool","Egypt"
"908","7521_3#6",NA,"E_1264CFn","mentzer",NA,NA,NA,"stool","Egypt"
"909","7521_3#7",NA,"E_1281CFn","mentzer",NA,NA,NA,"stool","Egypt"
"910","7521_3#8",NA,"E_1282CFn","mentzer",NA,NA,NA,"stool","Egypt"
"911","7521_3#9",NA,"E_1285CFn","mentzer",NA,NA,NA,"stool","Egypt"
"912","7521_3#10",NA,"E_1352CFn","mentzer",NA,NA,NA,"stool","Egypt"
"913","7521_3#11",NA,"E_1355CFn","mentzer",NA,NA,NA,"stool","Egypt"
"914","7521_3#12",NA,"E_1356CFn","mentzer",NA,NA,NA,"stool","Egypt"
"915","7521_3#14",NA,"E_1362CFn","mentzer",NA,NA,NA,"stool","Egypt"
"916","7521_3#15",NA,"E_1365CFn","mentzer",NA,NA,NA,"stool","Egypt"
"917","7521_3#16",NA,"E_1398CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"918","7521_3#17",NA,"E_1407CFn","mentzer",NA,NA,NA,"stool","Mexico"
"919","7521_3#21",NA,"E_1525CFn","mentzer",NA,NA,NA,"stool","Argentina"
"920","7521_3#22",NA,"E_1526CFn","mentzer",NA,NA,NA,"stool","Argentina"
"921","7521_3#23",NA,"E_1532CFn","mentzer",NA,NA,NA,"stool","Argentina"
"922","7521_3#24",NA,"E_1533CFn","mentzer",NA,NA,NA,"stool","Argentina"
"923","7521_3#25",NA,"E_1534CFn","mentzer",NA,NA,NA,"stool","Argentina"
"924","7521_3#26",NA,"E_1542CFn","mentzer",NA,NA,NA,"stool","Argentina"
"925","7521_3#27",NA,"E_1543CFn","mentzer",NA,NA,NA,"stool","Argentina"
"926","7521_3#28",NA,"E_1544CFn","mentzer",NA,NA,NA,"stool","Argentina"
"927","7521_3#29",NA,"E_1556CFn","mentzer",NA,NA,NA,"stool","Argentina"
"928","7521_3#30",NA,"E_1561CFn","mentzer",NA,NA,NA,"stool","Argentina"
"929","7521_3#31",NA,"E_1564CFn","mentzer",NA,NA,NA,"stool","Argentina"
"930","7521_3#32",NA,"E_157CFn","mentzer",NA,NA,NA,"stool","Japan"
"931","7521_3#33",NA,"E_1573CFn","mentzer",NA,NA,NA,"stool","Argentina"
"932","7521_3#34",NA,"E_1574CFn","mentzer",NA,NA,NA,"stool","Argentina"
"933","7521_3#35",NA,"E_1576CFn","mentzer",NA,NA,NA,"stool","Argentina"
"934","7521_3#36",NA,"E_1580CFn","mentzer",NA,NA,NA,"stool","Argentina"
"935","7521_3#37",NA,"E_1581CFn","mentzer",NA,NA,NA,"stool","Argentina"
"936","7521_3#38",NA,"E_1582CFn","mentzer",NA,NA,NA,"stool","Argentina"
"937","7521_3#39",NA,"E_1585CFn","mentzer",NA,NA,NA,"stool","Argentina"
"938","7521_3#40",NA,"E_1586CFn","mentzer",NA,NA,NA,"stool","Argentina"
"939","7521_3#41",NA,"E_1587CFn","mentzer",NA,NA,NA,"stool","Argentina"
"940","7521_3#42",NA,"E_159CFn","mentzer",NA,NA,NA,"stool","Japan"
"941","7521_3#43",NA,"E_1592CFn","mentzer",NA,NA,NA,"stool","Argentina"
"942","7521_3#44",NA,"E_1594CFn","mentzer",NA,NA,NA,"stool","Argentina"
"943","7521_3#45",NA,"E_1596CFn","mentzer",NA,NA,NA,"stool","Argentina"
"944","7521_3#46",NA,"E_1597CFn","mentzer",NA,NA,NA,"stool","Argentina"
"945","7521_3#47",NA,"E_1599CFn","mentzer",NA,NA,NA,"stool","Argentina"
"946","7521_3#48",NA,"E160CFn","mentzer",NA,NA,NA,"stool","Japan"
"947","7521_4#49",NA,"E_1600CFn","mentzer",NA,NA,NA,"stool","Argentina"
"948","7521_4#50",NA,"E_1604CFn","mentzer",NA,NA,NA,"stool","Argentina"
"949","7521_4#51",NA,"E_1607CFn","mentzer",NA,NA,NA,"stool","Argentina"
"950","7521_4#52",NA,"E_1609CFn","mentzer",NA,NA,NA,"stool","Argentina"
"951","7521_4#53",NA,"E_1611CFn","mentzer",NA,NA,NA,"stool","Argentina"
"952","7521_4#54",NA,"E_1615CFn","mentzer",NA,NA,NA,"stool","Argentina"
"953","7521_4#55",NA,"E_1616CFn","mentzer",NA,NA,NA,"stool","Argentina"
"954","7521_4#56",NA,"E_1617CFn","mentzer",NA,NA,NA,"stool","Argentina"
"955","7521_4#57",NA,"E_1623CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"956","7521_4#58",NA,"E_1625CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"957","7521_4#59",NA,"E_1628CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"958","7521_4#60",NA,"E_1634CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"959","7521_4#61",NA,"E_1637CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"960","7521_4#62",NA,"E_1638CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"961","7521_4#63",NA,"E_1640CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"962","7521_4#64",NA,"E_1641CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"963","7521_4#65",NA,"E_1642CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"964","7521_4#66",NA,"E_1647CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"965","7521_4#67",NA,"E_1648CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"966","7521_4#68",NA,"E_1650CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"967","7521_4#69",NA,"E_1659CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"968","7521_4#70",NA,"E_1661CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"969","7521_4#71",NA,"E_1666CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"970","7521_4#72",NA,"E_167CFn","mentzer",NA,NA,NA,"stool","Japan"
"971","7521_4#73",NA,"E_1673CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"972","7521_4#74",NA,"E_1674CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"973","7521_4#76",NA,"E_1682CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"974","7521_4#77",NA,"E_1684CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"975","7521_4#78",NA,"E_1690CFn","mentzer",NA,NA,NA,"stool","Indonesia"
"976","7521_4#79",NA,"E_1712CFn","mentzer",NA,NA,NA,"stool","Bangladesh"
"977","7521_4#80",NA,"E_1735CFn","mentzer",NA,NA,NA,"stool","Bangladesh"
"978","7521_4#81",NA,"E_1736CFn","mentzer",NA,NA,NA,"stool","Bangladesh"
"979","7521_4#82",NA,"E_1739CFn","mentzer",NA,NA,NA,"stool","Bangladesh"
"980","7521_4#83",NA,"E_1744CFn","mentzer",NA,NA,NA,"stool","Bangladesh"
"981","7521_4#84",NA,"E_1752CFn","mentzer",NA,NA,NA,"stool","Bangladesh"
"982","7521_4#85",NA,"E_1871CFn","mentzer",NA,NA,NA,"stool","Bangladesh"
"983","7521_4#86",NA,"E_1961CFn","mentzer",NA,NA,NA,"stool","Bangladesh"
"984","7521_4#87",NA,"E_2108CFn","mentzer",NA,NA,NA,"stool","Bangladesh"
"985","7521_4#88",NA,"E_2110CFn","mentzer",NA,NA,NA,"stool","Bangladesh"
"986","7521_4#89",NA,"E_2121CFn","mentzer",NA,NA,NA,"stool","Bangladesh"
"987","7521_4#91",NA,"E2367CFn","mentzer",NA,NA,NA,"stool","Bolivia"
"988","7521_4#93",NA,"E2371CFn","mentzer",NA,NA,NA,"stool","Bolivia"
"989","7521_4#94",NA,"E2377CFn","mentzer",NA,NA,NA,"stool","Bolivia"
"990","7521_4#95",NA,"E2388CFn","mentzer",NA,NA,NA,"stool","Bolivia"
"991","7521_4#96",NA,"E2392CFn","mentzer",NA,NA,NA,"stool","Bolivia"
"992","7554_4#13",NA,"E2393CFn","mentzer",NA,NA,NA,"stool","Bolivia"
"993","7554_4#14",NA,"E2395CFn","mentzer",NA,NA,NA,"stool","Bolivia"
"994","7554_4#15",NA,"E2404CFn","mentzer",NA,NA,NA,"stool","Bolivia"
"995","7554_4#16",NA,"E2405CFn","mentzer",NA,NA,NA,"stool","Bolivia"
"996","7554_4#18",NA,"E3015CFn","mentzer",NA,NA,NA,"stool","Egypt"
"997","7554_4#19",NA,"E4134CFn","mentzer",NA,NA,NA,"stool","Israel"
"998","7978_7#51",NA,"E_995","mentzer",NA,NA,NA,"stool","Egypt"
"999","7978_7#52",NA,"E_1316","mentzer",NA,NA,NA,"stool","Nepal"
"1000","8036_3#88",NA,"E_957","mentzer",NA,NA,NA,"stool","Egypt"
"1001","8036_3#90",NA,"E_1432G","mentzer",NA,NA,NA,"stool","Venezuela"
"1002","8036_3#93",NA,"E_5089","mentzer",NA,NA,NA,"stool","Bangladesh"
"1003","8036_3#92",NA,"E_2439","mentzer",NA,NA,NA,"stool","Bolivia"
"1004","8036_3#89",NA,"E_1432w","mentzer",NA,NA,NA,"stool","Venezuela"
"1005","8205_3#82",NA,"E_509","mentzer",NA,NA,NA,"stool","Mexico"
"1006","8205_3#83",NA,"E_621","mentzer",NA,NA,NA,"stool","Guatemala"
"1007","8205_3#84",NA,"E_710","mentzer",NA,NA,NA,"stool","Guatemala"
"1008","8205_3#85",NA,"E_811","mentzer",NA,NA,NA,"stool","Guatemala"
"1009","8205_3#87",NA,"E_1360_sec","mentzer",NA,NA,NA,"stool","Tunisia"
"1010","8205_3#89",NA,"E_2362_sec","mentzer",NA,NA,NA,"stool","Bolivia"
"1011","8205_3#92",NA,"E_2981_sec","mentzer",NA,NA,NA,"stool","Bangladesh"
"1012","8630_6#92",NA,"E_1429tiny","mentzer",NA,NA,NA,"stool","Venezuela"
"1013","8630_6#94",NA,"E_1679sec","mentzer",NA,NA,NA,"stool","Indonesia"
"1014","8630_6#96",NA,"E_2370sec","mentzer",NA,NA,NA,"stool","Japan"
"1015","9475_4#58",NA,"ILBEcoli5442571","mentzer",NA,NA,NA,"stool","Kenya"
"1016","9475_4#59",NA,"ILBEcoli5442572","mentzer",NA,NA,NA,"stool","Kenya"
"1017","9475_4#60",NA,"ILBEcoli5442573","mentzer",NA,NA,NA,"stool","Kenya"
"1018","9475_4#61",NA,"ILBEcoli5442574","mentzer",NA,NA,NA,"stool","Kenya"
"1019","9475_4#62",NA,"ILBEcoli5442575","mentzer",NA,NA,NA,"stool","Kenya"
"1020","9475_4#63",NA,"ILBEcoli5442576","mentzer",NA,NA,NA,"stool","Kenya"
"1021","9475_4#64",NA,"ILBEcoli5442577","mentzer",NA,NA,NA,"stool","Kenya"
"1022","9475_4#65",NA,"ILBEcoli5442578","mentzer",NA,NA,NA,"stool","Kenya"
"1023","9475_4#66",NA,"ILBEcoli5442579","mentzer",NA,NA,NA,"stool","Kenya"
"1024","9475_4#67",NA,"ILBEcoli5442580","mentzer",NA,NA,NA,"stool","Kenya"
"1025","9475_4#68",NA,"ILBEcoli5442581","mentzer",NA,NA,NA,"stool","Kenya"
"1026","9475_4#69",NA,"ILBEcoli5442582","mentzer",NA,NA,NA,"stool","Kenya"
"1027","9475_4#70",NA,"ILBEcoli5442583","mentzer",NA,NA,NA,"stool","Kenya"
"1028","9475_4#74",NA,"ILBEcoli5442587","mentzer",NA,NA,NA,"stool","Guinea Bissau"
"1029","9475_4#75",NA,"ILBEcoli5442588","mentzer",NA,NA,NA,"stool","Guinea Bissau"
"1030","9475_4#76",NA,"ILBEcoli5442589","mentzer",NA,NA,NA,"stool","Guinea Bissau"
"1031","9475_4#77",NA,"ILBEcoli5442590","mentzer",NA,NA,NA,"stool","Guinea Bissau"
"1032","15966_8#12",3487,"3487STDY6036393","musicha",87988,176,5204957,"Blood","Malawi"
"1033","15966_8#5",3487,"3487STDY6036386","musicha",118104,95,4938419,"Blood","Malawi"
"1034","15966_8#38",3487,"3487STDY6036420","musicha",261762,68,4951467,"CSF","Malawi"
"1035","16228_1#42",3487,"3487STDY6036413","musicha",180964,100,5348508,"CSF","Malawi"
"1036","15966_8#79",3487,"3487STDY6036465","musicha",134448,120,5062819,"Blood","Malawi"
"1037","15966_8#35",3487,"3487STDY6036417","musicha",189034,101,5350547,"CSF","Malawi"
"1038","15966_8#9",3487,"3487STDY6036390","musicha",244350,87,5155016,"CSF","Malawi"
"1039","16228_1#16",3487,"3487STDY6036506","musicha",211874,105,5281674,"Blood","Malawi"
"1040","15966_8#34",3487,"3487STDY6036416","musicha",108237,155,5070388,"CSF","Malawi"
"1041","15966_8#31",3487,"3487STDY6036412","musicha",210321,84,4919531,"Blood","Malawi"
"1042","15966_8#62",3487,"3487STDY6036444","musicha",141239,162,5213209,"Blood","Malawi"
"1043","15966_8#19",3487,"3487STDY6036400","musicha",280302,139,5503294,"CSF","Malawi"
"1044","15966_8#55",3487,"3487STDY6036437","musicha",190806,109,5170502,"Blood","Malawi"
"1045","15966_8#51",3487,"3487STDY6036433","musicha",109887,145,5179118,"CSF","Malawi"
"1046","15966_8#56",3487,"3487STDY6036438","musicha",215073,107,5394345,"Blood","Malawi"
"1047","15966_8#10",3487,"3487STDY6036391","musicha",205687,86,5461868,"Blood","Malawi"
"1048","15966_8#36",3487,"3487STDY6036418","musicha",85461,147,4897747,"CSF","Malawi"
"1049","15966_8#41",3487,"3487STDY6036423","musicha",206791,55,5094548,"CSF","Malawi"
"1050","15966_8#61",3487,"3487STDY6036443","musicha",114505,159,5224453,"Blood","Malawi"
"1051","15966_8#72",3487,"3487STDY6036457","musicha",113555,132,5250580,"RS","Malawi"
"1052","16228_1#41",3487,"3487STDY6036565","musicha",84058,167,5201081,"RS","Malawi"
"1053","15966_8#44",3487,"3487STDY6036426","musicha",129069,171,5428549,"Blood","Malawi"
"1054","15966_8#63",3487,"3487STDY6036445","musicha",175780,110,5334528,"RS","Malawi"
"1055","15966_8#59",3487,"3487STDY6036441","musicha",164400,152,5301863,"Blood","Malawi"
"1056","15966_8#65",3487,"3487STDY6036448","musicha",154051,100,4981825,"Blood","Malawi"
"1057","15966_8#73",3487,"3487STDY6036458","musicha",65279,219,5153397,"Blood","Malawi"
"1058","15966_8#54",3487,"3487STDY6036436","musicha",247618,100,5101616,"Blood","Malawi"
"1059","15966_8#39",3487,"3487STDY6036421","musicha",165106,106,5362879,"Blood","Malawi"
"1060","15966_8#27",3487,"3487STDY6036408","musicha",139415,104,5108748,"Blood","Malawi"
"1061","15966_8#49",3487,"3487STDY6036431","musicha",108438,208,5382272,"Blood","Malawi"
"1062","15966_8#1",3487,"3487STDY6036382","musicha",205901,99,5273808,"Blood","Malawi"
"1063","16228_1#48",3487,"3487STDY6036473","musicha",143228,85,4937459,"RS","Malawi"
"1064","15966_8#50",3487,"3487STDY6036432","musicha",93942,288,5587432,"Blood","Malawi"
"1065","16228_1#33",3487,"3487STDY6036547","musicha",106000,191,5219699,"Blood","Malawi"
"1066","16228_1#46",3487,"3487STDY6036462","musicha",302059,78,4972999,"Blood","Malawi"
"1067","15966_8#11",3487,"3487STDY6036392","musicha",175071,96,5284968,"Blood","Malawi"
"1068","16228_1#45",3487,"3487STDY6036456","musicha",175891,97,5361198,"Blood","Malawi"
"1069","15966_8#29",3487,"3487STDY6036410","musicha",180364,132,5294462,"Blood","Malawi"
"1070","15966_8#25",3487,"3487STDY6036406","musicha",156280,198,5326194,"Blood","Malawi"
"1071","16228_1#20",3487,"3487STDY6036520","musicha",181395,123,5367711,"Blood","Malawi"
"1072","15966_8#18",3487,"3487STDY6036399","musicha",127272,181,5480078,"Blood","Malawi"
"1073","15966_8#24",3487,"3487STDY6036405","musicha",127923,125,5112808,"CSF","Malawi"
"1074","15966_8#3",3487,"3487STDY6036384","musicha",87822,158,5172184,"Blood","Malawi"
"1075","15966_8#80",3487,"3487STDY6036466","musicha",192412,88,5404547,"RS","Malawi"
"1076","15966_8#85",3487,"3487STDY6036471","musicha",150867,100,4959972,"RS","Malawi"
"1077","15966_8#40",3487,"3487STDY6036422","musicha",150391,104,4885674,"CSF","Malawi"
"1078","15966_8#52",3487,"3487STDY6036434","musicha",240689,87,5063584,"CSF","Malawi"
"1079","15966_8#13",3487,"3487STDY6036394","musicha",313280,80,5290632,"Blood","Malawi"
"1080","15966_8#7",3487,"3487STDY6036388","musicha",122489,92,4854690,"Blood","Malawi"
"1081","15966_8#17",3487,"3487STDY6036398","musicha",177456,82,5380861,"Blood","Malawi"
"1082","15966_8#94",3487,"3487STDY6036486","musicha",78702,210,5020018,"Blood","Malawi"
"1083","15966_8#14",3487,"3487STDY6036395","musicha",160639,123,5312488,"Blood","Malawi"
"1084","15966_8#6",3487,"3487STDY6036387","musicha",182674,130,5609738,"Blood","Malawi"
"1085","15966_8#15",3487,"3487STDY6036396","musicha",235975,57,4903006,"CSF","Malawi"
"1086","15966_8#22",3487,"3487STDY6036403","musicha",84814,168,5164557,"CSF","Malawi"
"1087","15966_8#33",3487,"3487STDY6036415","musicha",131769,123,5319183,"CSF","Malawi"
"1088","15966_8#58",3487,"3487STDY6036440","musicha",152004,206,5513173,"CSF","Malawi"
"1089","15966_8#4",3487,"3487STDY6036385","musicha",221661,145,5276857,"CSF","Malawi"
"1090","15966_8#77",3487,"3487STDY6036463","musicha",166888,105,5329072,"CSF","Malawi"
"1091","15966_8#53",3487,"3487STDY6036435","musicha",87604,193,5244671,"CSF","Malawi"
"1092","15966_8#68",3487,"3487STDY6036451","musicha",219011,129,5331258,"CSF","Malawi"
"1093","15966_8#81",3487,"3487STDY6036467","musicha",135868,147,5339050,"RS","Malawi"
"1094","15966_8#64",3487,"3487STDY6036447","musicha",191186,90,5271826,"CSF","Malawi"
"1095","15966_8#67",3487,"3487STDY6036450","musicha",201161,82,5185692,"RS","Malawi"
"1096","15966_8#26",3487,"3487STDY6036407","musicha",147873,95,5015203,"CSF","Malawi"
"1097","15966_8#75",3487,"3487STDY6036460","musicha",122520,122,5303054,"CSF","Malawi"
"1098","15966_8#71",3487,"3487STDY6036455","musicha",181330,126,5291658,"CSF","Malawi"
"1099","15966_8#43",3487,"3487STDY6036425","musicha",184080,102,5289536,"Blood","Malawi"
"1100","15966_8#46",3487,"3487STDY6036428","musicha",143794,166,5282620,"Blood","Malawi"
"1101","15966_8#47",3487,"3487STDY6036429","musicha",191459,94,5346456,"Blood","Malawi"
"1102","16228_1#17",3487,"3487STDY6036508","musicha",170807,101,5477833,"Blood","Malawi"
"1103","15966_8#8",3487,"3487STDY6036389","musicha",203704,97,5440270,"Blood","Malawi"
"1104","15966_8#48",3487,"3487STDY6036430","musicha",183101,115,5113300,"Blood","Malawi"
"1105","15966_8#76",3487,"3487STDY6036461","musicha",189956,119,5588592,"Blood","Malawi"
"1106","15966_8#28",3487,"3487STDY6036409","musicha",180266,90,5270756,"Blood","Malawi"
"1107","16228_1#62",3487,"3487STDY6036519","musicha",47506,282,4713852,"Blood","Malawi"
"1108","15966_8#32",3487,"3487STDY6036414","musicha",188255,156,5457019,"Blood","Malawi"
"1109","15966_8#23",3487,"3487STDY6036404","musicha",126471,109,5283543,"Blood","Malawi"
"1110","15966_8#42",3487,"3487STDY6036424","musicha",265285,122,5213958,"Blood","Malawi"
"1111","15966_8#45",3487,"3487STDY6036427","musicha",78986,200,5021537,"Blood","Malawi"
"1112","15966_8#2",3487,"3487STDY6036383","musicha",150578,162,5387283,"Blood","Malawi"
"1113","15966_8#78",3487,"3487STDY6036464","musicha",149291,159,5431645,"Blood","Malawi"
"1114","15966_8#66",3487,"3487STDY6036449","musicha",226049,93,5163387,"Blood","Malawi"
"1115","15966_8#16",3487,"3487STDY6036397","musicha",181853,102,5336252,"Blood","Malawi"
"1116","15966_8#69",3487,"3487STDY6036452","musicha",155469,92,5341539,"Blood","Malawi"
"1117","16228_1#43",3487,"3487STDY6036446","musicha",188605,94,5556477,"Blood","Malawi"
"1118","16228_1#24",3487,"3487STDY6036533","musicha",260601,50,5030609,"Blood","Malawi"
"1119","15966_8#70",3487,"3487STDY6036453","musicha",162589,98,5341172,"Blood","Malawi"
"1120","15966_8#30",3487,"3487STDY6036411","musicha",121138,114,4953068,"Blood","Malawi"
"1121","16228_1#22",3487,"3487STDY6036526","musicha",326072,62,5206131,"Blood","Malawi"
"1122","16228_1#44",3487,"3487STDY6036454","musicha",108336,192,5783150,"Blood","Malawi"
"1123","15966_8#84",3487,"3487STDY6036470","musicha",204504,83,5232386,"Blood","Malawi"
"1124","15966_8#82",3487,"3487STDY6036468","musicha",160139,129,5431220,"Blood","Malawi"
"1125","18090_8#7",3898,"3898STDY6199709","runchaeron",288010,49,5013526,"Farm","thailand"
"1126","18090_8#8",3898,"3898STDY6199710","runchaeron",108365,130,4721704,"Farm","thailand"
"1127","18090_8#11",3898,"3898STDY6199713","runchaeron",109463,116,4896576,"Farm","thailand"
"1128","18090_8#12",3898,"3898STDY6199714","runchaeron",78021,139,4932558,"Farm","thailand"
"1129","18090_8#13",3898,"3898STDY6199715","runchaeron",91372,161,5073650,"Farm","thailand"
"1130","18090_6#63",3898,"3898STDY6199815","runchaeron",573549,45,5848918,"Farm","thailand"
"1131","18090_6#80",3898,"3898STDY6199571","runchaeron",166187,94,5682806,"Urine","thailand"
"1132","18090_6#91",3898,"3898STDY6199583","runchaeron",236549,71,5815938,"Urine","thailand"
"1133","18090_6#92",3898,"3898STDY6199584","runchaeron",517361,30,5216346,"Urine","thailand"
"1134","18090_6#93",3898,"3898STDY6199585","runchaeron",486232,60,5946208,"Urine","thailand"
"1135","18090_6#81",3898,"3898STDY6199572","runchaeron",221997,71,5582422,"Urine","thailand"
"1136","18090_6#94",3898,"3898STDY6199586","runchaeron",156894,109,5611518,"Blood","thailand"
"1137","18090_6#95",3898,"3898STDY6199587","runchaeron",407104,55,5964226,"Pus","thailand"
"1138","18090_7#1",3898,"3898STDY6199588","runchaeron",161845,93,5886150,"Urine","thailand"
"1139","18090_6#59",3898,"3898STDY6199796","runchaeron",145773,101,5047956,"Pus","thailand"
"1140","18090_8#24",3898,"3898STDY6199798","runchaeron",273775,61,4936034,"Blood","thailand"
"1141","18090_6#34",3898,"3898STDY6199589","runchaeron",471287,63,4461800,"Blood","thailand"
"1142","18090_7#2",3898,"3898STDY6199590","runchaeron",261896,57,5572674,"Urine","thailand"
"1143","18090_6#82",3898,"3898STDY6199573","runchaeron",286340,85,5480682,"Urine","thailand"
"1144","18090_7#3",3898,"3898STDY6199591","runchaeron",230560,73,5651962,"Pus","thailand"
"1145","18090_7#4",3898,"3898STDY6199592","runchaeron",145789,92,5376010,"Urine","thailand"
"1146","18090_6#35",3898,"3898STDY6199593","runchaeron",334738,73,4810188,"Blood","thailand"
"1147","18090_7#5",3898,"3898STDY6199594","runchaeron",205667,69,5763024,"Urine","thailand"
